person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,income_group,loan_income_ratio,emp_category
40,75600,MORTGAGE,9.0,VENTURE,A,14000,7.51,0,0.19,N,14,High Income,0.185185185185185,Experienced
38,75971,MORTGAGE,10.0,HOMEIMPROVEMENT,D,18125,14.84,0,0.24,Y,12,High Income,0.238577878400969,Experienced
38,75996,MORTGAGE,12.0,DEBTCONSOLIDATION,A,3500,7.29,0,0.05,N,13,High Income,0.0460550555292384,Experienced
37,75996,MORTGAGE,2.0,DEBTCONSOLIDATION,A,4400,,0,0.06,N,17,High Income,0.0578977840938997,Mid
40,75996,MORTGAGE,0.0,MEDICAL,C,3600,12.87,0,0.05,N,11,High Income,0.0473709142586452,New
39,76000,MORTGAGE,8.0,HOMEIMPROVEMENT,A,5000,6.03,0,0.07,N,14,High Income,0.0657894736842105,Experienced
43,76000,MORTGAGE,4.0,HOMEIMPROVEMENT,D,9150,16.29,0,0.12,Y,16,High Income,0.120394736842105,Mid
44,76000,MORTGAGE,3.0,HOMEIMPROVEMENT,C,3600,14.79,0,0.05,Y,12,High Income,0.0473684210526316,Mid
37,85000,RENT,3.0,EDUCATION,C,10000,14.27,0,0.12,N,14,High Income,0.117647058823529,Mid
41,76000,MORTGAGE,17.0,HOMEIMPROVEMENT,A,4800,5.42,0,0.06,N,16,High Income,0.0631578947368421,Experienced
38,76000,MORTGAGE,4.0,PERSONAL,A,9000,5.99,0,0.12,N,12,High Income,0.118421052631579,Mid
38,85000,RENT,9.0,MEDICAL,B,10000,11.12,0,0.12,N,12,High Income,0.117647058823529,Experienced
39,85000,RENT,3.0,PERSONAL,A,10000,9.32,0,0.12,N,16,High Income,0.117647058823529,Mid
38,85900,RENT,6.0,DEBTCONSOLIDATION,B,10000,12.53,0,0.12,N,13,High Income,0.116414435389988,Experienced
37,90000,RENT,21.0,VENTURE,A,10000,8.94,0,0.11,N,12,High Income,0.111111111111111,Experienced
46,76800,MORTGAGE,0.0,DEBTCONSOLIDATION,C,13000,15.96,0,0.17,Y,13,High Income,0.169270833333333,New
36,76800,MORTGAGE,18.0,PERSONAL,A,6200,5.99,0,0.08,N,17,High Income,0.0807291666666667,Experienced
49,70872,MORTGAGE,4.0,DEBTCONSOLIDATION,D,15000,14.84,1,0.21,N,11,High Income,0.211649170335252,Mid
36,92000,RENT,5.0,DEBTCONSOLIDATION,B,10000,11.71,0,0.11,N,16,High Income,0.108695652173913,Mid
47,93000,RENT,1.0,PERSONAL,B,10000,,0,0.11,N,16,High Income,0.10752688172043,New
43,77000,MORTGAGE,3.0,EDUCATION,A,12000,5.99,0,0.16,N,16,High Income,0.155844155844156,Mid
40,77000,MORTGAGE,9.0,EDUCATION,B,12000,,0,0.16,N,12,High Income,0.155844155844156,Experienced
37,77000,MORTGAGE,,MEDICAL,A,4500,6.99,0,0.06,N,12,High Income,0.0584415584415584,Experienced
36,77000,MORTGAGE,7.0,PERSONAL,A,6000,6.99,0,0.08,N,12,High Income,0.0779220779220779,Experienced
41,95000,RENT,3.0,VENTURE,D,10000,16.49,0,0.11,N,16,High Income,0.105263157894737,Mid
38,50400,RENT,5.0,DEBTCONSOLIDATION,B,10100,11.49,0,0.2,N,16,Medium Income,0.200396825396825,Mid
36,77000,MORTGAGE,2.0,EDUCATION,E,10000,16.35,0,0.13,Y,13,High Income,0.12987012987013,Mid
37,77000,MORTGAGE,2.0,VENTURE,C,15000,12.29,0,0.19,N,15,High Income,0.194805194805195,Mid
37,42000,RENT,3.0,PERSONAL,C,10200,13.16,0,0.24,N,14,Medium Income,0.242857142857143,Mid
48,55000,RENT,9.0,MEDICAL,C,10200,13.92,0,0.19,N,16,Medium Income,0.185454545454545,Experienced
37,78000,RENT,14.0,EDUCATION,C,10200,13.06,0,0.13,Y,13,High Income,0.130769230769231,Experienced
48,83500,RENT,7.0,EDUCATION,A,10200,5.79,0,0.12,N,14,High Income,0.122155688622754,Experienced
38,77250,OWN,4.0,VENTURE,A,3000,8.59,0,0.04,N,15,High Income,0.0388349514563107,Mid
39,77256,MORTGAGE,16.0,HOMEIMPROVEMENT,B,10000,11.86,0,0.13,N,11,High Income,0.129439784612198,Experienced
36,132000,RENT,3.0,HOMEIMPROVEMENT,A,10200,7.51,0,0.08,N,13,High Income,0.0772727272727273,Mid
39,26000,RENT,11.0,DEBTCONSOLIDATION,A,11000,8.59,1,0.42,N,12,Low Income,0.423076923076923,Experienced
47,77533,MORTGAGE,19.0,EDUCATION,B,25000,10.99,0,0.32,N,14,High Income,0.322443346703984,Experienced
49,77736,MORTGAGE,,DEBTCONSOLIDATION,A,8000,6.03,0,0.1,N,17,High Income,0.102912421529279,Experienced
42,36000,RENT,0.0,MEDICAL,C,11000,11.97,1,0.31,Y,16,Medium Income,0.305555555555556,New
39,60000,RENT,1.0,MEDICAL,B,11025,10.59,0,0.18,N,12,Medium Income,0.18375,New
38,35000,RENT,22.0,EDUCATION,A,11100,6.62,1,0.32,N,14,Medium Income,0.317142857142857,Experienced
42,78000,MORTGAGE,6.0,EDUCATION,B,20000,10.99,0,0.26,N,11,High Income,0.256410256410256,Experienced
38,78000,MORTGAGE,0.0,HOMEIMPROVEMENT,A,3225,5.79,0,0.04,N,13,High Income,0.0413461538461538,New
37,40000,OWN,6.0,PERSONAL,B,3000,9.91,0,0.07,N,15,Medium Income,0.075,Experienced
38,78000,MORTGAGE,8.0,EDUCATION,A,6250,6.76,0,0.08,N,16,High Income,0.0801282051282051,Experienced
36,78000,MORTGAGE,7.0,PERSONAL,A,15000,7.88,0,0.19,N,16,High Income,0.192307692307692,Experienced
36,62200,RENT,3.0,HOMEIMPROVEMENT,B,11200,10.59,0,0.18,N,16,Medium Income,0.180064308681672,Mid
38,78000,MORTGAGE,19.0,VENTURE,A,4575,7.74,0,0.06,N,14,High Income,0.0586538461538462,Experienced
42,66000,RENT,9.0,DEBTCONSOLIDATION,A,11200,5.79,0,0.17,N,12,Medium Income,0.16969696969697,Experienced
39,78000,MORTGAGE,5.0,EDUCATION,C,12000,13.57,0,0.15,N,11,High Income,0.153846153846154,Mid
45,68000,RENT,13.0,PERSONAL,C,11200,,0,0.16,N,17,Medium Income,0.164705882352941,Experienced
37,78000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,12000,9.83,0,0.15,N,11,High Income,0.153846153846154,Mid
42,78000,MORTGAGE,4.0,MEDICAL,C,8000,10.78,0,0.1,Y,13,High Income,0.102564102564103,Mid
42,78456,MORTGAGE,5.0,MEDICAL,B,25000,10.36,0,0.32,N,16,High Income,0.31864994391761,Mid
40,132000,RENT,18.0,DEBTCONSOLIDATION,C,11200,12.68,0,0.08,N,12,High Income,0.0848484848484849,Experienced
50,150000,RENT,0.0,HOMEIMPROVEMENT,B,11200,11.14,0,0.07,N,11,High Income,0.0746666666666667,New
36,40000,RENT,2.0,EDUCATION,C,11250,14.27,0,0.28,N,12,Medium Income,0.28125,Mid
45,33600,RENT,8.0,VENTURE,D,11300,12.17,1,0.34,N,11,Medium Income,0.336309523809524,Experienced
39,78840,MORTGAGE,18.0,DEBTCONSOLIDATION,B,15000,11.71,0,0.19,N,13,High Income,0.190258751902588,Experienced
42,60000,RENT,3.0,PERSONAL,C,11300,13.61,0,0.19,Y,14,Medium Income,0.188333333333333,Mid
43,79000,MORTGAGE,3.0,HOMEIMPROVEMENT,B,4000,8.88,0,0.05,N,12,High Income,0.0506329113924051,Mid
36,79200,MORTGAGE,19.0,PERSONAL,A,10000,6.03,0,0.13,N,14,High Income,0.126262626262626,Experienced
47,79500,MORTGAGE,0.0,EDUCATION,A,16000,7.51,0,0.2,N,13,High Income,0.20125786163522,New
41,33150,RENT,5.0,EDUCATION,C,11500,12.98,1,0.35,N,15,Medium Income,0.346907993966817,Mid
40,62540,MORTGAGE,5.0,MEDICAL,F,7500,19.04,1,0.1,Y,12,Medium Income,0.119923249120563,Mid
37,39600,RENT,2.0,PERSONAL,C,11500,13.48,0,0.29,N,15,Medium Income,0.29040404040404,Mid
39,41725,RENT,4.0,VENTURE,D,11500,14.09,0,0.28,Y,13,Medium Income,0.275614140203715,Mid
40,40000,OWN,2.0,EDUCATION,E,10000,,0,0.25,N,16,Medium Income,0.25,Mid
39,55600,RENT,0.0,HOMEIMPROVEMENT,C,11500,13.22,0,0.21,N,11,Medium Income,0.206834532374101,New
41,80000,OWN,24.0,VENTURE,B,17000,,0,0.21,N,16,High Income,0.2125,Experienced
44,80000,MORTGAGE,14.0,MEDICAL,A,10000,6.03,0,0.13,N,15,High Income,0.125,Experienced
37,73000,RENT,4.0,DEBTCONSOLIDATION,B,11500,12.21,0,0.16,N,11,High Income,0.157534246575342,Mid
40,40000,OWN,12.0,HOMEIMPROVEMENT,B,13750,8.88,0,0.34,N,16,Medium Income,0.34375,Experienced
37,74000,MORTGAGE,6.0,PERSONAL,D,10000,16.29,1,0.14,N,14,High Income,0.135135135135135,Experienced
43,30000,RENT,0.0,PERSONAL,C,11525,13.57,1,0.38,Y,17,Medium Income,0.384166666666667,New
36,80000,MORTGAGE,4.0,VENTURE,A,10000,6.62,0,0.13,N,14,High Income,0.125,Mid
37,80000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,13000,6.62,0,0.16,N,13,High Income,0.1625,Experienced
36,80000,MORTGAGE,3.0,VENTURE,B,12025,10.65,0,0.15,N,16,High Income,0.1503125,Mid
43,55000,RENT,3.0,MEDICAL,B,11750,10.99,0,0.21,N,17,Medium Income,0.213636363636364,Mid
42,62900,MORTGAGE,26.0,MEDICAL,C,3000,,1,0.04,N,14,Medium Income,0.0476947535771065,Experienced
48,20400,RENT,4.0,MEDICAL,A,12000,7.49,1,0.59,N,12,Low Income,0.588235294117647,Mid
42,80000,MORTGAGE,3.0,PERSONAL,B,10000,11.49,0,0.13,N,14,High Income,0.125,Mid
43,80000,MORTGAGE,3.0,VENTURE,A,9800,5.99,0,0.12,N,17,High Income,0.1225,Mid
47,27000,RENT,2.0,PERSONAL,D,12000,13.3,1,0.44,N,12,Low Income,0.444444444444444,Mid
36,80000,MORTGAGE,5.0,EDUCATION,B,20000,10.99,0,0.25,N,15,High Income,0.25,Mid
43,80000,MORTGAGE,20.0,DEBTCONSOLIDATION,A,10000,6.99,0,0.13,N,15,High Income,0.125,Experienced
37,30000,RENT,8.0,VENTURE,B,12000,12.42,1,0.4,N,15,Medium Income,0.4,Experienced
44,30000,RENT,2.0,DEBTCONSOLIDATION,B,12000,11.11,1,0.4,N,15,Medium Income,0.4,Mid
42,80000,MORTGAGE,8.0,PERSONAL,B,5000,11.99,0,0.06,N,17,High Income,0.0625,Experienced
44,30000,RENT,0.0,MEDICAL,B,12000,11.83,1,0.4,N,11,Medium Income,0.4,New
49,74000,MORTGAGE,20.0,DEBTCONSOLIDATION,E,12000,17.99,1,0.16,N,15,High Income,0.162162162162162,Experienced
43,80000,MORTGAGE,3.0,PERSONAL,A,10000,,0,0.13,N,16,High Income,0.125,Mid
36,80000,MORTGAGE,20.0,DEBTCONSOLIDATION,A,5000,7.29,0,0.06,N,16,High Income,0.0625,Experienced
46,80000,MORTGAGE,13.0,HOMEIMPROVEMENT,D,20000,14.54,0,0.25,N,13,High Income,0.25,Experienced
37,32000,RENT,0.0,VENTURE,A,12000,7.49,1,0.38,N,15,Medium Income,0.375,New
38,80000,MORTGAGE,7.0,HOMEIMPROVEMENT,A,10000,7.29,0,0.13,N,16,High Income,0.125,Experienced
39,80000,MORTGAGE,18.0,PERSONAL,C,5600,13.43,0,0.07,N,13,High Income,0.07,Experienced
37,80000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,10000,9.99,0,0.13,N,13,High Income,0.125,Mid
36,33600,RENT,3.0,EDUCATION,B,12000,11.36,1,0.36,N,13,Medium Income,0.357142857142857,Mid
37,40000,OWN,1.0,VENTURE,B,15000,11.48,0,0.38,N,14,Medium Income,0.375,New
37,80000,MORTGAGE,0.0,HOMEIMPROVEMENT,C,3000,,0,0.04,Y,15,High Income,0.0375,New
46,80000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,10000,6.17,0,0.13,N,13,High Income,0.125,Mid
47,80000,MORTGAGE,2.0,EDUCATION,A,10000,6.54,0,0.13,N,13,High Income,0.125,Mid
38,80000,MORTGAGE,5.0,DEBTCONSOLIDATION,C,4000,12.98,0,0.05,Y,13,High Income,0.05,Mid
36,74000,MORTGAGE,20.0,HOMEIMPROVEMENT,F,25000,17.8,1,0.34,Y,11,High Income,0.337837837837838,Experienced
39,80000,MORTGAGE,0.0,HOMEIMPROVEMENT,C,19800,13.23,0,0.25,Y,13,High Income,0.2475,New
46,80000,MORTGAGE,8.0,VENTURE,B,5000,11.86,0,0.06,N,15,High Income,0.0625,Experienced
36,80000,MORTGAGE,9.0,EDUCATION,C,6000,,0,0.07,N,11,High Income,0.075,Experienced
38,36500,RENT,3.0,EDUCATION,A,12000,7.51,1,0.33,N,11,Medium Income,0.328767123287671,Mid
38,80000,MORTGAGE,2.0,MEDICAL,C,5000,13.85,0,0.06,N,15,High Income,0.0625,Mid
44,80000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,15000,13.11,0,0.19,N,16,High Income,0.1875,Mid
44,80000,MORTGAGE,28.0,VENTURE,D,25000,15.33,0,0.31,Y,17,High Income,0.3125,Experienced
37,38200,RENT,0.0,VENTURE,A,12000,8.94,1,0.31,N,14,Medium Income,0.31413612565445,New
37,38304,RENT,3.0,PERSONAL,A,12000,7.88,1,0.31,N,12,Medium Income,0.31328320802005,Mid
37,80000,MORTGAGE,18.0,MEDICAL,B,20000,11.83,0,0.25,N,13,High Income,0.25,Experienced
36,74000,MORTGAGE,4.0,EDUCATION,B,10250,11.48,1,0.14,N,15,High Income,0.138513513513514,Mid
48,80000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,7700,9.63,0,0.1,N,11,High Income,0.09625,New
36,74000,MORTGAGE,4.0,PERSONAL,C,10000,11.03,1,0.14,N,15,High Income,0.135135135135135,Mid
36,80000,MORTGAGE,0.0,EDUCATION,B,15000,10.71,0,0.19,N,14,High Income,0.1875,New
39,39996,RENT,1.0,VENTURE,B,12000,10.74,0,0.3,N,16,Medium Income,0.3000300030003,New
39,80000,OWN,0.0,MEDICAL,C,5000,11.22,0,0.06,N,13,High Income,0.0625,New
37,40000,RENT,0.0,MEDICAL,B,12000,9.91,0,0.3,N,16,Medium Income,0.3,New
41,62903,MORTGAGE,4.0,MEDICAL,B,9600,10.0,1,0.13,N,12,Medium Income,0.15261593246745,Mid
38,40000,RENT,19.0,VENTURE,B,12000,10.59,0,0.3,N,11,Medium Income,0.3,Experienced
40,80004,MORTGAGE,15.0,EDUCATION,A,9500,7.51,0,0.12,N,12,High Income,0.11874406279686,Experienced
47,80004,MORTGAGE,5.0,EDUCATION,B,7000,,0,0.09,N,15,High Income,0.0874956252187391,Mid
44,80100,MORTGAGE,16.0,MEDICAL,B,8000,10.38,0,0.1,N,16,High Income,0.0998751560549313,Experienced
44,80160,MORTGAGE,13.0,DEBTCONSOLIDATION,C,5500,13.92,0,0.07,Y,13,High Income,0.0686127744510978,Experienced
37,42000,RENT,0.0,MEDICAL,A,12000,,0,0.29,N,13,Medium Income,0.285714285714286,New
42,42000,RENT,0.0,PERSONAL,B,12000,10.37,0,0.29,N,11,Medium Income,0.285714285714286,New
38,81000,MORTGAGE,3.0,PERSONAL,C,10000,14.27,0,0.12,Y,16,High Income,0.123456790123457,Mid
36,81000,MORTGAGE,9.0,HOMEIMPROVEMENT,C,6000,12.99,0,0.07,N,17,High Income,0.0740740740740741,Experienced
38,81000,MORTGAGE,0.0,EDUCATION,B,11000,10.36,0,0.14,N,14,High Income,0.135802469135802,New
38,81000,OWN,4.0,EDUCATION,B,7000,9.99,0,0.09,N,11,High Income,0.0864197530864197,Mid
40,81000,MORTGAGE,10.0,HOMEIMPROVEMENT,A,20000,6.17,0,0.25,N,14,High Income,0.246913580246914,Experienced
40,81120,MORTGAGE,1.0,EDUCATION,B,24000,9.25,0,0.3,N,15,High Income,0.29585798816568,New
38,81120,MORTGAGE,5.0,HOMEIMPROVEMENT,B,8000,11.12,0,0.1,N,12,High Income,0.0986193293885602,Mid
50,81510,MORTGAGE,6.0,MEDICAL,A,5000,,0,0.06,N,14,High Income,0.0613421666053245,Experienced
43,45000,RENT,0.0,MEDICAL,A,12000,6.91,0,0.27,N,12,Medium Income,0.266666666666667,New
48,64430,MORTGAGE,14.0,MEDICAL,D,15000,,1,0.2,Y,12,Medium Income,0.232810802421232,Experienced
42,64464,MORTGAGE,13.0,MEDICAL,E,30000,19.03,1,0.4,N,17,Medium Income,0.465376023827252,Experienced
44,39000,RENT,2.0,MEDICAL,B,12000,11.14,1,0.31,N,15,Medium Income,0.307692307692308,Mid
42,82000,MORTGAGE,13.0,HOMEIMPROVEMENT,E,26800,,0,0.33,Y,15,High Income,0.326829268292683,Experienced
39,82000,MORTGAGE,7.0,HOMEIMPROVEMENT,E,8000,19.42,0,0.1,Y,17,High Income,0.0975609756097561,Experienced
41,82000,MORTGAGE,18.0,HOMEIMPROVEMENT,A,12000,7.51,0,0.15,N,17,High Income,0.146341463414634,Experienced
38,46000,RENT,1.0,MEDICAL,B,12000,9.91,0,0.26,N,16,Medium Income,0.260869565217391,New
49,82000,MORTGAGE,4.0,PERSONAL,D,10000,16.49,0,0.12,Y,12,High Income,0.121951219512195,Mid
38,82000,OWN,4.0,HOMEIMPROVEMENT,B,10000,11.99,0,0.12,N,13,High Income,0.121951219512195,Mid
37,59448,RENT,6.0,DEBTCONSOLIDATION,A,12000,6.54,0,0.2,N,16,Medium Income,0.20185708518369,Experienced
46,82359,MORTGAGE,6.0,PERSONAL,A,6600,7.66,0,0.08,N,13,High Income,0.0801369613521291,Experienced
36,82500,MORTGAGE,20.0,MEDICAL,B,11000,10.65,0,0.13,N,11,High Income,0.133333333333333,Experienced
40,82531,MORTGAGE,1.0,MEDICAL,A,6000,,0,0.07,N,14,High Income,0.072699955168361,New
39,54000,RENT,4.0,DEBTCONSOLIDATION,C,12000,14.22,1,0.22,Y,12,Medium Income,0.222222222222222,Mid
43,83000,MORTGAGE,13.0,HOMEIMPROVEMENT,B,3000,9.91,0,0.04,N,17,High Income,0.036144578313253,Experienced
41,83000,MORTGAGE,6.0,HOMEIMPROVEMENT,B,3000,11.83,0,0.04,N,12,High Income,0.036144578313253,Experienced
36,83000,MORTGAGE,0.0,VENTURE,C,13000,11.97,0,0.16,N,14,High Income,0.156626506024096,New
37,24000,RENT,3.0,HOMEIMPROVEMENT,E,3000,19.03,1,0.13,N,11,Low Income,0.125,Mid
38,24000,RENT,3.0,MEDICAL,C,3000,,0,0.13,Y,16,Low Income,0.125,Mid
39,24000,RENT,0.0,HOMEIMPROVEMENT,D,3000,14.12,1,0.13,N,11,Low Income,0.125,New
38,24996,RENT,2.0,MEDICAL,B,3000,,1,0.12,N,13,Low Income,0.120019203072492,Mid
36,83625,MORTGAGE,6.0,PERSONAL,A,13200,7.51,0,0.16,N,12,High Income,0.157847533632287,Experienced
36,84000,MORTGAGE,2.0,PERSONAL,B,6000,12.69,0,0.07,N,13,High Income,0.0714285714285714,Mid
37,84000,MORTGAGE,21.0,VENTURE,C,24000,,0,0.29,Y,17,High Income,0.285714285714286,Experienced
40,27599,RENT,6.0,VENTURE,B,3000,10.25,0,0.11,N,17,Low Income,0.108699590564876,Experienced
37,84000,MORTGAGE,11.0,HOMEIMPROVEMENT,C,8225,12.99,0,0.1,Y,11,High Income,0.0979166666666667,Experienced
45,28320,RENT,1.0,MEDICAL,B,3000,,0,0.11,N,11,Low Income,0.105932203389831,New
38,84000,MORTGAGE,17.0,HOMEIMPROVEMENT,A,10800,,0,0.13,N,15,High Income,0.128571428571429,Experienced
38,84000,MORTGAGE,5.0,VENTURE,B,15000,9.63,0,0.18,N,16,High Income,0.178571428571429,Mid
48,29120,RENT,0.0,DEBTCONSOLIDATION,D,3000,12.49,1,0.1,Y,14,Low Income,0.103021978021978,New
43,84000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,12000,5.42,0,0.14,N,16,High Income,0.142857142857143,New
39,84000,OWN,12.0,EDUCATION,A,9875,7.51,0,0.12,N,15,High Income,0.117559523809524,Experienced
36,84000,MORTGAGE,14.0,VENTURE,A,1000,7.51,0,0.01,N,16,High Income,0.0119047619047619,Experienced
38,62000,RENT,3.0,DEBTCONSOLIDATION,B,12000,,0,0.19,N,16,Medium Income,0.193548387096774,Mid
40,84000,MORTGAGE,4.0,HOMEIMPROVEMENT,C,17925,14.26,0,0.21,N,16,High Income,0.213392857142857,Mid
39,84000,MORTGAGE,2.0,EDUCATION,A,4000,9.63,0,0.05,N,12,High Income,0.0476190476190476,Mid
49,84240,MORTGAGE,4.0,MEDICAL,B,14000,11.89,0,0.17,N,17,High Income,0.1661918328585,Mid
36,84996,MORTGAGE,11.0,PERSONAL,B,3500,12.69,0,0.04,N,16,High Income,0.0411784083956892,Experienced
47,65000,RENT,9.0,EDUCATION,A,12000,5.42,0,0.18,N,17,Medium Income,0.184615384615385,Experienced
37,65000,RENT,4.0,PERSONAL,D,12000,16.49,0,0.18,N,17,Medium Income,0.184615384615385,Mid
37,65000,RENT,7.0,EDUCATION,C,12000,13.98,0,0.18,N,15,Medium Income,0.184615384615385,Experienced
39,68640,RENT,2.0,MEDICAL,B,12000,9.33,0,0.17,N,16,Medium Income,0.174825174825175,Mid
40,85000,MORTGAGE,4.0,HOMEIMPROVEMENT,C,5000,14.27,0,0.06,N,16,High Income,0.0588235294117647,Mid
42,70000,RENT,6.0,MEDICAL,B,12000,,0,0.17,N,12,Medium Income,0.171428571428571,Experienced
38,85000,MORTGAGE,15.0,VENTURE,A,15000,6.03,0,0.18,N,15,High Income,0.176470588235294,Experienced
37,85000,MORTGAGE,4.0,HOMEIMPROVEMENT,B,5500,12.69,0,0.06,N,11,High Income,0.0647058823529412,Mid
37,85000,MORTGAGE,19.0,HOMEIMPROVEMENT,B,10000,9.99,0,0.12,N,16,High Income,0.117647058823529,Experienced
37,85000,MORTGAGE,17.0,HOMEIMPROVEMENT,B,8000,11.99,0,0.09,N,17,High Income,0.0941176470588235,Experienced
38,85000,MORTGAGE,4.0,PERSONAL,B,6000,10.99,0,0.07,N,14,High Income,0.0705882352941176,Mid
36,73000,MORTGAGE,3.0,DEBTCONSOLIDATION,D,8000,17.49,1,0.11,N,17,High Income,0.10958904109589,Mid
36,72800,RENT,1.0,VENTURE,A,12000,7.66,0,0.16,N,12,High Income,0.164835164835165,New
37,85000,MORTGAGE,2.0,VENTURE,A,5600,5.42,0,0.07,N,13,High Income,0.0658823529411765,Mid
38,85000,MORTGAGE,5.0,VENTURE,A,10000,,0,0.12,N,12,High Income,0.117647058823529,Mid
42,85000,MORTGAGE,10.0,HOMEIMPROVEMENT,D,8500,15.58,0,0.1,Y,12,High Income,0.1,Experienced
37,37000,OWN,5.0,VENTURE,B,6075,11.86,0,0.16,N,14,Medium Income,0.164189189189189,Mid
39,85000,MORTGAGE,2.0,VENTURE,B,5000,11.86,0,0.06,N,15,High Income,0.0588235294117647,Mid
48,85000,MORTGAGE,0.0,EDUCATION,A,10000,7.51,0,0.12,N,13,High Income,0.117647058823529,New
37,42000,RENT,3.0,VENTURE,A,3000,7.51,0,0.07,N,13,Medium Income,0.0714285714285714,Mid
47,85000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,5500,6.76,0,0.06,N,12,High Income,0.0647058823529412,Mid
41,37000,OWN,0.0,VENTURE,C,10000,13.79,0,0.27,Y,13,Medium Income,0.27027027027027,New
40,85000,MORTGAGE,1.0,EDUCATION,C,10000,12.87,0,0.12,N,11,High Income,0.117647058823529,New
36,85000,OWN,2.0,EDUCATION,D,8000,14.96,0,0.09,N,14,High Income,0.0941176470588235,Mid
43,75000,RENT,0.0,HOMEIMPROVEMENT,A,12000,7.9,0,0.16,N,16,High Income,0.16,New
37,85000,OWN,3.0,EDUCATION,F,10000,18.43,0,0.12,Y,16,High Income,0.117647058823529,Mid
45,36700,OWN,7.0,PERSONAL,A,2000,7.51,0,0.05,N,16,Medium Income,0.0544959128065395,Experienced
39,85000,MORTGAGE,1.0,PERSONAL,A,12000,9.32,0,0.14,N,13,High Income,0.141176470588235,New
46,85000,OTHER,0.0,HOMEIMPROVEMENT,A,1000,7.68,0,0.01,N,12,High Income,0.0117647058823529,New
47,85000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,10000,8.07,0,0.12,N,15,High Income,0.117647058823529,Mid
46,85000,OWN,1.0,VENTURE,A,5000,7.43,0,0.06,N,13,High Income,0.0588235294117647,New
44,85280,MORTGAGE,4.0,PERSONAL,B,7000,10.62,0,0.08,N,12,High Income,0.0820825515947467,Mid
39,86000,MORTGAGE,10.0,HOMEIMPROVEMENT,A,8500,6.03,0,0.1,N,11,High Income,0.0988372093023256,Experienced
36,62900,MORTGAGE,5.0,MEDICAL,C,6250,13.49,1,0.08,N,12,Medium Income,0.0993640699523052,Mid
42,75744,RENT,2.0,EDUCATION,D,12000,14.91,1,0.16,Y,12,High Income,0.158428390367554,Mid
42,82000,RENT,10.0,VENTURE,D,12000,13.24,0,0.15,Y,13,High Income,0.146341463414634,Experienced
48,83000,RENT,2.0,VENTURE,B,12000,10.99,0,0.14,N,17,High Income,0.144578313253012,Mid
43,86004,MORTGAGE,2.0,HOMEIMPROVEMENT,B,10000,9.99,0,0.12,N,14,High Income,0.116273661690154,Mid
44,36000,OWN,5.0,EDUCATION,D,4000,16.29,0,0.11,N,11,Medium Income,0.111111111111111,Mid
36,36000,OWN,4.0,MEDICAL,D,10000,16.29,0,0.28,Y,17,Medium Income,0.277777777777778,Mid
43,86015,MORTGAGE,3.0,VENTURE,B,2200,,0,0.03,N,16,High Income,0.0255769342556531,Mid
43,86044,MORTGAGE,16.0,HOMEIMPROVEMENT,A,6500,7.74,0,0.08,N,13,High Income,0.0755427455720329,Experienced
36,84695,RENT,2.0,MEDICAL,A,12000,7.29,0,0.14,N,14,High Income,0.141684869236673,Mid
37,86500,MORTGAGE,13.0,EDUCATION,A,6500,7.14,0,0.08,N,13,High Income,0.0751445086705202,Experienced
40,86500,MORTGAGE,2.0,HOMEIMPROVEMENT,B,10000,10.25,0,0.12,N,16,High Income,0.115606936416185,Mid
47,86500,MORTGAGE,13.0,MEDICAL,C,24000,,0,0.28,N,17,High Income,0.277456647398844,Experienced
39,85000,RENT,4.0,HOMEIMPROVEMENT,A,12000,6.03,0,0.14,N,12,High Income,0.141176470588235,Mid
38,86760,MORTGAGE,,PERSONAL,D,5000,15.58,0,0.06,N,12,High Income,0.0576302443522361,Experienced
46,86807,MORTGAGE,0.0,VENTURE,A,10000,8.94,0,0.12,N,15,High Income,0.115198083103897,New
39,85000,RENT,7.0,EDUCATION,B,12000,10.74,0,0.14,N,13,High Income,0.141176470588235,Experienced
49,75000,MORTGAGE,21.0,DEBTCONSOLIDATION,D,15600,17.27,1,0.21,N,11,High Income,0.208,Experienced
41,75000,MORTGAGE,13.0,DEBTCONSOLIDATION,D,4800,15.58,1,0.06,Y,15,High Income,0.064,Experienced
49,88000,RENT,11.0,VENTURE,A,12000,6.62,0,0.14,N,17,High Income,0.136363636363636,Experienced
41,87000,MORTGAGE,4.0,PERSONAL,D,9000,16.0,0,0.1,N,12,High Income,0.103448275862069,Mid
47,87000,MORTGAGE,15.0,PERSONAL,A,10000,,0,0.11,N,11,High Income,0.114942528735632,Experienced
46,87000,MORTGAGE,1.0,PERSONAL,C,20000,12.41,0,0.23,N,17,High Income,0.229885057471264,New
37,90000,RENT,15.0,PERSONAL,A,12000,7.51,0,0.13,N,13,High Income,0.133333333333333,Experienced
